Question,Equation,Answer,fold
"3개의 숫자 8, 6, 4를 한 번씩만 사용하여 세자리 수를 만들려고 합니다. 만들 수 있는 세자리 수는 모두 몇 개입니까?",math.factorial( 3 ),6,1
"월요일에 0.4인치의 천을 샀습니다. 화요일에 0.2인치의 천을 샀을때, 총 천의 길이는 얼마입니까?",0.2 + 0.4,0.6,8
어떤 수에 5를 곱해야 할 것을 잘못하여 어떤 수를 5로 나누었더니 몫이 7이 되었습니다.바르게 계산한 값을 구하시오,( 7 * 5 ) * 5,175,3
어떤 수에서 6.2를 빼야 할 것을 잘못하여 2.6을 뺐더니 5.9가 되었습니다. 바르게 계산하면 얼마입니까?,( 5.9 + 2.6 ) - 6.2,2.3,9
유나에게는 22.0 권의 만화책이 있습니다. 윤기는 20.0 권의 위인전이 있습니다. 그들이 가진 총 책은 몇 권입니까?,22.0 + 20.0,42,9
토마토 54개를 바구니 6개에 똑같이 나누어 담고 모둠별로 바구니를 한 개씩 주었습니다. 호석이네 모둠 3명의 학생이 바구니에 있는 토마토를 똑같이 나누어 가져갔다면 한 사람이 받게되는 토마토는 몇 개 일까요?,( 54 / 6 ) / 3,3,5
남준이네 학교 3학년은 한 반에 21명씩 4개 반이 있습니다. 3학년 학생들에게 연필을 2자루씩 나누어 주려고 합니다. 연필은 모두 몇 자루가 필요합니까?,21 * 4 * 2,168,8
"윤기는 지우개를 어제 2개, 오늘 6개 모았습니다. 윤기가 모은 지우개는 모두 몇 개일까요?",2 + 6,8,5
달팽이 한 마리 당 배추잎을 6개 먹을 수 있습니다. 10마리의 달팽이는 몇 개의 배추잎을 먹을 수 있을까요?,6 * 10,60,1
떡 15개를 한 봉지에 3개씩 담아 포장하려고 합니다. 봉지는 몇 개 필요합니까?,15 / 3,5,5
"남준이는 귤을 100개로 8상자, 10개씩 2바구니 낱개로 5개 가지고 있습니다. 남준이가 가지고 있는 귤은 몇 개 인가?",100 * 8 + 10 * 2 + 5,825,3
호석이네 반에서는 선생님께서 어린이날에 1200원짜리 과자를 학생 23명에게 한 개씩 나누어 주려고 합니다.  과자 값은 모두 얼마인지 쓰시오. ,1200 * 23,27600,4
"유정이는 도화지 14장을 가지고 있었는데 언니에게 5장을 주고, 동생에게 3장을 주었습니다. 유정이에게 남은 도화지는 몇 장일까요?",14 - 5 - 3,6,2
마트에 어린이와 어른을 합하여 모두 537명 있습니다. 그 중 어른이 189명입니다. 그렇다면 마트에 있는 어린이는 몇 명입니까?,537 - 189,348,3
지민이는 지금까지 허들 9개를 뛰어넘었습니다. 지민이가 6개를 더 뛰어넘으면 모두 몇 개를 뛰어넘은 것일까요?,9 + 6,15,4
정국이는 어버이날 부모님께 드릴 카네이션을 만들기 위해 종이 24장씩 2묶음을 샀습니다. 정국이가 산 종이는 모두 몇 장입니까?,24 * 2,48,3
524에서 어떤 수를 빼야 할 것을 잘못하여 더했더니 712가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,524 - ( 712 - 524 ),336,5
냉장고에 귤이 31개 있고 사과는 귤보다 10개 더 많이 있습니다. 냉장고에 있는 귤과 사과는 모두 몇 개일까요?,31 + 31 + 10,72,7
"현재 42.0그루의 소나무와 12.0그루의 밤나무가 있습니다. 소나무 13그루를 베었을 때, 남아있는 소나무는 총 몇 그루입니까?",42.0 - 13,29,6
태형이는 사탕 30개를 가지고 있습니다. 태형이가 사탕을 한 사람에게 2개씩 9명에게 나누어 주었다면 남은 사탕의 수는 모두 몇 개입니까?,30 - 2 * 9,12,1
한 상자에는 김치가 70포기 들어있습니다. 94개의 상자 안에 있는 김치는 모두 몇 포기일까요?,70 * 94,6580,4
정국이에게 자두가 41개 있습니다. 남준이는 5개의 자두를 먹고 남은 자두를 6개씩 친구들에게 나누어주려고 합니다. 몇 명의 친구에게 나누어줄 수 있을까요?,( 41 - 5 ) / 6,6,1
"수박 30개를 상자 5개에 똑같이 나누어 담고, 한 상자에 담긴 수박을 친구 3명에게 똑같이 나누어 주었습니다. 친구 한 명에게 나누어 준 수박은 몇 개입니까?",( 30 * 5 ) / 3,50,9
남준이는 해변에서 79.0개의 조개를 발견했습니다. 남준이가 태형이에게 63.0개의 조개를 주었다면 남준이는 몇개의 조개를 갖고 있습니까?,79.0 - 63.0,16,3
카트 하나에는 당근이 71개 들어있습니다. 80개의 카트 안에 있는 당근은 모두 몇 개일까요?,71 * 80,5680,7
9명의 어린이가 한 줄로 서있습니다. 민영이가 뒤에서 셋째에 서 있다면 민영이의 앞에는 몇 명의 어린이가 서 있을까요?,9 - 3,6,9
고양이 20마리는 5마리씩 우리에 넣고 강아지 18마리는 3마리씩 우리에 넣었다. 우리는 모두 몇개인가?,20 / 5 + 18 / 3,10,9
윤기는 37.0개의 참외와 30.0개의 무를 키웠습니다. 석진이가 11.0개의 참외를 구매했을 때 몇 개의 참외가 있습니까?,37.0 + 11.0,48,6
유정이는 아빠가 사오신 사탕 24개와 엄마가 사오신 사탕 16개를 5개의 상자에 담아 모두 포장하였습니다. 포장한 상자는 모두 몇 봉지인지 쓰시오.,( 24 + 16 ) / 5,8,5
윤기는 143.0권의 위인전을 갖고 있습니다. 한 사람당 11.0권씩 나누어 줄 때 총 몇 권의 위인전이 있습니까?,143.0 / 11.0,13,6
유나의 집에서 서점까지의 거리는 4.86km이고 서점에서 외할머니 댁까지는 1.27km입니다. 유나의 집에서 서점을 지나 외할머니 댁까지 가려면 몇km를 가야하는지 쓰시오.,4.86 + 1.27,6.13,6
호석이는 하루 24시간 중 3/8만큼 운동을 하고 태형이는 하루 24시간 중 1/3만큼 운동을 한다고 할 때 하루에 운동을 더 많이 하는 사람은 누구인가요?,'호석' if 24 * 3/8 > 24 * 1/3 else '태형',호석,2
남준이는 한 시간에 55.0마일을 갈 수 있습니다. 8.0시간 만에 몇 마일을 갈 수 있습니까?,55.0 * 8.0,440,7
포도 5송이를 서로 다른 두 마리의 거위에게 나누어 주려고 한다. 거위는 적어도 포도 2송이는 받습니다. 포도를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( 5 - ( 2 * 2 ) + 2 - 1 , 5 - ( 2 * 2 ) )",2,4
"호석이는 팔찌를 3.0개 갖고 있습니다. 반지도 3.0개를 갖고있고, 한 개당 6.0원에 팔 수 있을 때, 총 얼마를 벌 수 있습니까?",6.0 * ( 3.0 + 3.0 ),36,3
석진이의 형의 나이는 13세이고 석진이의 할아버지 나이는 석진이 형의 나이의 6배이다. 석진이 할아버지의 나이를 구하시오.,13 * 6,78,8
지민이는 수박을 하루에 24개씩 먹습니다. 지민이가 2일 동안 먹은 수박은 모두 몇 개입니까?,24 * 2,48,3
길이가 6m 27cm 인 수수깡을 한 조각이 70cm가 되게 잘랐습니다. 만들 수 있는 70cm짜리 수수깡의 수를 쓰시오.,( 6 * 100 + 27 ) // 70,8,7
석진이는 24.0개의 라면이 있고 6.0명에게 똑같이 나누어 주려고 합니다. 한 사람당 몇 개씩 주어야 합니까?,24.0 / 6.0,4,7
유정이는 사탕 64개를 상자 8개에 똑같이 나누어 담았습니다. 그중에서 상자 한 개에 담겨 있는 사탕을 동생과 똑같이 모두 나누어 먹었습니다. 유정이가 먹은 사탕은 몇 개인가요?,( 64 / 8 ) / 2,4,4
토마토가 한 바구니에 4개씩 들어 있습니다. 9개의 바구니에 들어 있는 토마토는 모두 몇 개일까요?,4 * 9,36,4
어떤 수에 5를 곱해야 할 것을 잘못하여 어떤 수를 5로 나누었더니 4가 되었습니다. 바르게 계산하면 얼마입니까?,( 4 * 5 ) * 5,100,2
학교 토론 팀은 5.0명의 여학생과 40.0명의 남학생으로 구성되어있습니다. 각 그룹당 9.0명이 시합 할 때 총 몇 개의 그룹을 만들 수 있습니까?,( 5.0 + 40.0 ) / 9.0,5,5
한 통에 10개씩 들어 있는 단추가 60통 있습니다. 단추는 모두 몇 개일까요?,60 * 10,600,5
어떤 수에 48을 곱해야 할 것을 잘못하여 더했더니 84가 되었습니다. 바르게 계산한 값을 구하시오,( 84 - 48 ) * 48,1728,2
"석진이는 빵집에서 단팥빵을 4개, 크림빵을 3개 샀습니다. 석진이는 단팥빵을 크림빵보다 몇 개 더 많이 샀을까요?",abs( 4 - 3 ),1,7
정국이는 헤드셋을 1346.0원에 샀습니다. 지민이는 6444.0원에 샀습니다. 두 명이 구입한 총 금액은 얼마입니까?,1346.0 + 6444.0,7790,8
어떤 수에서 49을 더해야 하는데 잘못하여 30을 뺀 결과가 40이 나왔습니다. 바르게 계산한 결과를 구하시오.,40 + 30 + 49,119,8
하나의 냉장고에는 배가 11개 있습니다. 88개의 냉장고에 있는 배는 모두 몇 개일까요?,11 * 88,968,3
오렌지 10개를 서로 다른 여덟 마리의 강아지에게 나누어 주려고 한다. 강아지는 적어도 오렌지 1개는 받습니다. 오렌지를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( 10 - ( 8 * 1 ) + 8 - 1 , 10 - ( 8 * 1 ) )",36,5
사과를 한 상자에 13개씩 담았더니 7상자가 되고 8개가 남았습니다. 사과는 모두 몇개인가?,13 * 7 + 8,99,1
"마당에 수컷 다람쥐가 60마리, 암컷 다람쥐가 7마리 있습니다. 암컷 다람쥐는 수컷 다람쥐보다 몇 마리 더 많을까요?",abs( 60 - 7 ),53,3
지민이는 49.0개의 색종이과 24.0개의 곰인형을 갖고 있습니다. 지민이의 아빠가 지민이에게 39.0개의 곰인형과 100개의 색종이를 주었습니다. 민영이가 가진 총 곰인형의 개수는 몇 개 입니까?,24.0 + 39.0,63,7
식 'A/18=21'에서 A에 해당하는 숫자를 쓰시오.,18 * 21 + 9,387,4
유나는 고구마를 한 봉지에 20개씩 4봉지를 가지고 있고 은지는 고구마를 한 봉지에 13개씩 3봉지를 가지고 있다고 할 때 유나와 은지가 가지고 있는 고구마는 모두 몇 개인지 구해보세요,20 * 4 + 13 * 3,119,5
은지가 시간당 5.0킬로미터를 달리는데 총 25.0킬로 미터를 달렸습니다. 은지는 총 몇 시간이 걸렸습니까?,25.0 / 5.0,5,4
정국이는 총 15.0개의 사과를 갖고 있습니다. 유정이에게 6.0개를 주고 사과 한 개당 3.0원에 팔았습니다. 총 얼마를 벌었습니까?,3.0 * ( 15.0 - 6.0 ),27,7
9명의 친구가 시합을 하였습니다. 지민이는 결승점에 뒤에서 넷째로 들어왔습니다. 지민이는 결승점에 앞에서 몇째로 들어왔나요?,9 - 4 + 1,6,1
어느 과일 가게에 사과가 60상자 있었는데 그중에서 48상자를 팔았습니다. 한 상자에 사과가 8개씩 들어있다면 팔고 남은 사과는 몇 개인가?,( 60 - 48 ) * 8,96,3
남준이와 윤기는 모양과 크기가 같은 도화지를 한 장씩 가지고 있습니다. 도화지를 남준이는 1/6만큼 사용했고 윤기는 1/4만큼 사용했습니다. 도화지를 더 많이 사용한 사람은 누구입니까?,"""남준"" if 1/6 > 1/4 else ""윤기""",윤기,1
"식당에 입장하기 위해 번호표를 뽑아서 기다리고 있습니다. 남준이는 380번, 윤기는 374번, 호석이는 401번을 받았다면 가장 먼저 입장할 수 있는 사람은 누구일까요?",'남준' if 380 < 374 and 380 < 401 else '윤기' if 374 < 380 and 374 < 401 else '호석',윤기,1
지민이는 2436.0개의 자를 샀습니다. 한 사람당 3.0개씩 나누어 줄 때 총 몇 명에게 나누어 줄 수 있습니까?,2436.0 / 3.0,812,4
"태형이네 농장에 오리가 76마리, 닭이 58마리 있습니다. 오리가 닭보다 몇 마리 더 많은지 구하세요.",abs( 76 - 58 ),18,7
한 상자에 30개씩 들어 있는 포도가 8상자 있습니다. 이 배를 다시 5상자에 똑같이 나누어 담는다면 한 상자에 포도를 몇 개씩 담아야 하는지 구하시오.,( 30 * 8 ) / 5,48,6
어떤 조의 조원은 모두 6명이다. 각각의 조원이 다른 조원들과 한 번씩만 악수를 한다면 악수를 하는 횟수는?,"math.comb( 6 , 2 )",15,4
"리본이 4m 있습니다. 그중에서 1.57m로 상자를 포장했고, 0.92m로 책을 묶었습니다. 사용하고 남은 리본은 몇 m입니까",4 - 1.57 - 0.92,1.51,1
"지민이는 올해 11.0개의 배구공을 샀습니다. 탁구공은 13.0개, 럭비공은 15.0개를 샀습니다. 지민이가 가진 공의 개수는 몇 개입니까?",11.0 + 13.0 + 15.0,39,3
책상은 길이가 1cm인 테이프로 20번입니다. 책상의 길이는 몇 cm인가요?,1 * 20,20,4
하루는 24시간이고 1시간은 60분입니다. 이틀은 몇분인가요?,24 * 2 * 60,2880,5
"태형이네 교실에는 남학생이 253명, 여학생이 256명 있습니다. 남학생과 여학생 중에서 어느 쪽이 더 많은가요?",'남학생' if 253 > 256 else '여학생',여학생,7
교내 텃밭에서 고추가 528개가 열렸습니다. 어제는 2학년이 142개를 따먹고 오늘은 4학년이 297개를 따먹었습니다. 남은 고추는 모두 몇 개입니까?,528 - 142 - 297,89,5
무게가 똑같은 음료수 4개를 담은 상자의 무게가 1kg950g입니다. 상자만의 무게가 350g이라면 음료수 한 개의 무게는 몇 g인지 구해 보시오.,( 1 * 1000 + 950 - 350 ) / 4,400,3
색이 다른 나무토막 8개를 쌓았는데 그중에서 노란색 나무토막은 아래에서 여섯째에 놓여 있습니다. 노란색 나무토막은 위에서 몇째에 놓여 있을까요?,8 - 6 + 1,3,2
윤기는 김밥 45줄을 사서 3줄을 먹고 남는 김밥을 한 봉지에 7개씩 담아 포장하려고 합니다. 필요한 봉지는 몇 개인가요?,( 45 - 3 ) / 7,6,3
"어느 야구 팀은 4월에 103점, 5월에 98점, 6월에 106점 7월에 105점을 얻었습니다. 이 야구 팀이 4월부터 8월까지 얻은 점수의 평균이 4월부터 7월까지 얻은 점수의 평균보다 높으려면 8월에는 최소 몇 점을 얻어야 하는지 구하시오.(점수는 모두 자연수이다)",( 103 + 98 + 106 + 105 ) / 4 + 1,104,9
식 'A*4 < 25-42/(4+3)'를 만족하는 자연수 A의 갯수를 구하시오.,"len( [ i for i in range( 1 , math.ceil( ( 25 - 42 / ( 4 + 3 ) ) / 4 ) ) ] )",4,4
"3장의 수 카드 6, 1, 8를 한 번씩만 사용하여 세자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차는 얼마인가요?","[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ 6 , 1 , 8 ] , reverse = True ) ] ] [0] - [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ 6 , 1 , 8 ] ) ] ] [0]",693,1
"4개의 소수 1.4, 0.9, 0.7, 1.6이 있습니다. 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( 1.4 , 0.9 , 0.7 , 1.6 ) - min( 1.4 , 0.9 , 0.7 , 1.6 )",0.9,8
"지형이네 학교에서 현장 학습에 참여한 3학년 학생은 모두 623명이고, 6학년 학생은 3학년 학생보다 147명 더 많습니다. 6학년에서 현장 학습에 참여한 학생은 모두 몇 명인가요?",623 + ( 623 + 147 ),1393,1
"구슬이 왼쪽 상자에는 124개 들어있고, 오른쪽 상자에는 243개 들어있습니다. 두 상자에 들어있는 구슬은 모두 몇 개인가요?",124 + 243,367,9
"12로 나누어도 2가 남고, 39로 나누어도 2가 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구하시오.","min( [ i + 2 for i in range( 39 , 12 * 39 + 1 ) if i % 12 == 0 and i % 39 == 0 ] )",158,9
10개씩 묶음 2개와 낱개 9개인 수 A가 있습니다 A 보다 1만큼 더 작은 수는 얼마인지 구하시오.,10 * 2 + 9 -1,28,6
고양이 한 마리는 14개의 사과를 먹습니다. 31마리의 고양이는 몇 개의 사과를 먹습니까?,14 * 31,434,1
유나가 시간당 10.0 킬로미터로 달리고 있습니다. 80.0킬로미터 떨어진 영화관까지 몇 시간이 걸립니까?,80.0 / 10.0,8,8
"카페에 아메리카노 38.0잔, 카페라떼 28.0잔이 있습니다. 유정이가 아메리카노 20.0잔을 먹었다면 총 몇 잔이 남았습니까?",38.0 + 28.0 - 20.0,46,6
국화를 석진이는 100개 접었고 지민이는 석진이보다 120개 더 많이 접었습니다. 두 사람이 접은 국화는 몇 개일까요?,100 + ( 100 + 120 ),320,3
"5, 0.5, 12, 4.1 중에서 가장 큰 수와 세 번째로 큰 수의 곱을 구해 보세요.","sorted( [ 5 , 0.5 , 12 , 4.1 ] , reverse = True ) [0] * sorted( [ 5 , 0.5 , 12 , 4.1 ] , reverse = True ) [2]",60,8
화단 한 개에 장미가 8송이를 심을 수 있습니다. 장미 72송이를 심기 위해서는 몇 개의 화단이 필요합니까?,72 / 8,9,1
석진이는 9.0개의 노란색 공을 갖고 있습니다. 윤기는 8.0개의 노란색 공을 갖고 있습니다. 얼마나 많은 노란 공이 있습니까?,9.0 + 8.0,17,7
수족관에 수컷 고래는 없고 암컷 고래만 3마리 있습니다. 수족관에 있는 고래는 모두 몇 마리일까요?,3,3,6
" A, B, C, D, E, F, G의 일곱 팀이 서로 한 번씩 경기를 가지려면 총 몇 번의 경기를 해야 하는가?","math.comb( 7 , 2 )",21,6
냉장고에 들어 있는 초록 사과 5개와 빨간 사과 24개 중에서 12개를 먹었습니다. 냉장고에 남아있는 사과는 몇 개인가요?,5 + 24 - 12,17,6
장미 20 송이를 화분 5개에 똑같이 나누어 심으려고 합니다. 화분 한 개에 장미를 몇 송이 씩 심어야 합니까?,20 / 5,4,4
한 봉지에 28개씩 들어 있는 지우개가 2바구니 있습니다. 이 지우개를 한 바구니에 7개씩 담으려면 바구니는 몇 개 필요한가?,( 28 * 2 ) / 7,8,3
