Question,Equation,Answer,fold,Numbers,Names
"현재 number0그루의 소나name0와 number1그루의 밤나name1가 있습니다. 소나name2 number2그루를 베었을 때, 남아있는 소나name3는 총 몇 그루입니까?",number0 - number2,29,6,42.0 12.0 13 ,무 
name0이는 name1 number0개를 가지고 있습니다. name2이가 name3을 한 사람에게 number1개씩 number2명에게 나누어 주었다면 남은 name4의 수는 모두 몇 개입니까?,number0 - number1 * number2,12,1,30 2 9 ,태형 사탕 
한 상자에는 김치가 number0포기 들어있습니다. number1개의 상자 안에 있는 김치는 모두 몇 포기일까요?,number0 * number1,6580,4,70 94 ,
name0이에게 자두가 number0개 있습니다. name1이는 number1개의 자두를 먹고 남은 자두를 number2개씩 친구들에게 나누어주려고 합니다. 몇 명의 친구에게 나누어줄 수 있을까요?,( number0 - number1 ) / number2,6,1,41 5 6 ,정국 남준 
"name0 number0개를 상자 number1개에 똑같이 나누어 담고, 한 상자에 담긴 name1을 친구 number2명에게 똑같이 나누어 주었습니다. 친구 number3명에게 나누어 준 name2은 몇 개입니까?",( number0 * number1 ) / number2,50,9,30 5 3 1 ,수박 
name0이는 해변에서 number0개의 조개를 발견했습니다. name1이가 name2이에게 number1개의 조개를 주었다면 name3이는 몇개의 조개를 갖고 있습니까?,number0 - number1,16,3,79.0 63.0 ,태형 남준 
카트 number0에는 name0이 number1개 들어있습니다. number2개의 카트 안에 있는 name1은 모두 몇 개일까요?,number1 * number2,5680,7,1 71 80 ,당근 
number0명의 어린이가 한 줄로 서있습니다. name0이가 뒤에서 number1째에 서 있다면 name1이의 앞에는 몇 명의 어린이가 서 있을까요?,number0 - number1,6,9,9 3 ,민영 
고양이 number0마리는 number1마리씩 우리에 넣고 강아지 number2마리는 number3마리씩 우리에 넣었다. 우리는 모두 몇개인가?,number0 / number1 + number2 / number3,10,9,20 5 18 3 ,
name0는 number0개의 참외와 number1개의 name1를 키웠습니다. name2이가 number2개의 참외를 구매했을 때 몇 개의 참외가 있습니까?,number0 + number2,48,6,37.0 30.0 11.0 ,윤기 석진 무 
name0이는 아빠가 사오신 name1 number0개와 엄마가 사오신 name2 number1개를 number2개의 상자에 담아 모두 포장하였습니다. 포장한 상자는 모두 몇 봉지인지 쓰시오.,( number0 + number1 ) / number2,8,5,24 16 5 ,유정 사탕 
name0는 number0권의 위인전을 갖고 있습니다. 한 사람당 number1권씩 나누어 줄 때 총 몇 권의 위인전이 있습니까?,number0 / number1,13,6,143.0 11.0 ,윤기 
name0의 집에서 서점까지의 거리는 number0km이고 서점에서 외할머니 댁까지는 number1km입니다. name1의 집에서 서점을 지나 외할머니 댁까지 가려면 몇km를 가야하는지 쓰시오.,number0 + number1,6.13,6,4.86 1.27 ,유나 
name0이는 하루 number0시간 중 number1만큼 운동을 하고 name1이는 하루 number2시간 중 number3만큼 운동을 한다고 할 때 하루에 운동을 더 많이 하는 사람은 누구인가요?,'name1' if number2 * number1 > number2 * number3 else 'name0',호석,2,24 3/8 24 1/3 ,태형 호석 
name0이는 한 시간에 number0마일을 갈 수 있습니다. number1시간 만에 몇 마일을 갈 수 있습니까?,number0 * number1,440,7,55.0 8.0 ,남준 
name0 number0송이를 서로 다른 number1마리의 거위에게 나누어 주려고 한다. 거위는 적어도 name1 number2송이는 받습니다. name2를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( number0 - ( number2 * number2 ) + number2 - 1 , number0 - ( number2 * number2 ) )",2,4,5 2 2 ,포도 
"name0이는 팔찌를 number0개 갖고 있습니다. 반지도 number1개를 갖고있고, number2개당 number3원에 팔 수 있을 때, 총 얼마를 벌 수 있습니까?",number3 * ( number1 + number1 ),36,3,3.0 3.0 1 6.0 ,호석 
name0이의 형의 나이는 number0세이고 name1이의 할아버지 나이는 name2이 형의 나이의 number1name3이다. name4이 할아버지의 나이를 구하시오.,number0 * number1,78,8,13 6 ,석진 배 배 
name0이는 name1을 하루에 number0개씩 먹습니다. name2이가 number1일 동안 먹은 name3은 모두 몇 개입니까?,number0 * number1,48,3,24 2 ,지민 수박 
길이가 number0m number1cm 인 수수깡을 한 조각이 number2cm가 되게 잘랐습니다. 만들 수 있는 number3cm짜리 수수깡의 수를 쓰시오.,( number0 * 100 + number1 ) // number3,8,7,6 27 70 70 ,
name0이는 number0개의 name1이 있고 number1명에게 똑같이 나누어 주려고 합니다. 한 사람당 몇 개씩 주어야 합니까?,number0 / number1,4,7,24.0 6.0 ,석진 라면 
name0이는 name1 number0개를 상자 number1개에 똑같이 나누어 담았습니다. 그중에서 상자 number2개에 담겨 있는 name2을 동생과 똑같이 모두 나누어 먹었습니다. name3이가 먹은 name4은 몇 개인가요?,( number0 / number1 ) / 2,4,4,64 8 1 ,유정 사탕 
name0가 한 바구니에 number0개씩 들어 있습니다. number1개의 바구니에 들어 있는 name1는 모두 몇 개일까요?,number0 * number1,36,4,4 9 ,토마토 
어떤 수에 number0를 곱해야 할 것을 잘못하여 어떤 수를 number1로 나누었더니 number2가 되었습니다. 바르게 계산하면 얼마입니까?,( number2 * number1 ) * number1,100,2,5 5 4 ,
학교 토론 팀은 number0명의 name0과 number1명의 name1으로 구성되어있습니다. 각 그룹당 number2명이 시합 할 때 총 몇 개의 그룹을 만들 수 있습니까?,( number0 + number1 ) / number2,5,5,5.0 40.0 9.0 ,남학생 여학생 
number0통에 number1개씩 들어 있는 단추가 number2통 있습니다. 단추는 모두 몇 개일까요?,number2 * number1,600,5,1 10 60 ,
어떤 수에 number0을 곱해야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산한 값을 구하시오,( number1 - number0 ) * number0,1728,2,48 84 ,
"name0이는 name1집에서 단팥name2을 number0개, 크림name3을 number1개 샀습니다. name4이는 단팥name5을 크림name6보다 몇 개 더 많이 샀을까요?",abs( number0 - number1 ),1,7,4 3 ,석진 빵 
name0이는 헤드number0을 number1원에 샀습니다. name1이는 number2원에 샀습니다. number3명이 구입한 총 금액은 얼마입니까?,number1 + number2,7790,8,3 1346.0 6444.0 2 ,정국 지민 
어떤 수에서 number0을 더해야 하는데 잘못하여 number1을 뺀 결과가 number2이 나왔습니다. 바르게 계산한 결과를 구하시오.,number2 + number1 + number0,119,8,49 30 40 ,
number0의 냉장고에는 name0가 number1개 있습니다. number2개의 냉장고에 있는 name1는 모두 몇 개일까요?,number1 * number2,968,3,1 11 88 ,배 배 
오렌지 number0개를 서로 다른 number1 마리의 강아지에게 나누어 주려고 한다. 강아지는 적어도 오렌지 number2개는 받습니다. 오렌지를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( number0 - ( number1 * number2 ) + number1 - number2 , number0 - ( number1 * number2 ) )",36,5,10 8 1 ,
name0를 한 상자에 number0개씩 담았더니 number1상자가 되고 number2개가 남았습니다. name1는 모두 몇개인가?,number0 * number1 + number2,99,1,13 7 8 ,사과 
"마당에 수컷 다람쥐가 number0마리, 암컷 다람쥐가 number1마리 있습니다. 암컷 다람쥐는 수컷 다람쥐보다 몇 마리 더 많을까요?",abs( number0 - number1 ),53,3,60 7 ,
name0이는 number0개의 색종이과 number1개의 곰인형을 갖고 있습니다. name1이의 아빠가 name2이에게 number2개의 곰인형과 number3개의 색종이를 주었습니다. name3이가 가진 총 곰인형의 개수는 몇 개 입니까?,number1 + number2,63,7,49.0 24.0 39.0 100 ,민영 지민 
식 'name0/number0=number1'에서 name1에 해당하는 숫자를 쓰시오.,number0 * number1 + 9,387,4,18 21 ,A 
name0는 고구마를 한 봉지에 number0개씩 number1봉지를 가지고 있고 name1는 고구마를 한 봉지에 number2개씩 number3봉지를 가지고 있다고 할 때 name2와 name3가 가지고 있는 고구마는 모두 몇 개인지 구해보세요,number0 * number1 + number2 * number3,119,5,20 4 13 3 ,유나 은지 
name0가 시간당 number0킬로미터를 달리는데 총 number1킬로 미터를 달렸습니다. name1는 총 몇 시간이 걸렸습니까?,number1 / number0,5,4,5.0 25.0 ,은지 
name0이는 총 number0개의 name1를 갖고 있습니다. name2이에게 number1개를 주고 name3 number2개당 number3원에 팔았습니다. 총 얼마를 벌었습니까?,number3 * ( number0 - number1 ),27,7,15.0 6.0 1 3.0 ,정국 유정 사과 
number0명의 친구가 시합을 하였습니다. name0이는 결승점에 뒤에서 number1째로 들어왔습니다. name1이는 결승점에 앞에서 몇째로 들어왔나요?,number0 - number1 + 1,6,1,9 4 ,지민 
어느 과일 가게에 name0가 number0상자 있었는데 그중에서 number1상자를 팔았습니다. 한 상자에 name1가 number2개씩 들어있다면 팔고 남은 name2는 몇 개인가?,( number0 - number1 ) * number2,96,3,60 48 8 ,사과 
name0이와 name1는 모양과 크기가 같은 도화지를 한 장씩 가지고 있습니다. 도화지를 name2이는 number0만큼 사용했고 name3는 number1만큼 사용했습니다. 도화지를 더 많이 사용한 사람은 누구입니까?,"""name0"" if number0 > number1 else ""name1""",윤기,1,1/6 1/4 ,남준 윤기 
"식당에 입장하기 위해 번호표를 뽑아서 기다리고 있습니다. name0이는 number0번, name1는 number1번, name2이는 number2번을 받았다면 가장 먼저 입장할 수 있는 사람은 누구일까요?",'name0' if number0 < number1 and number0 < number2 else 'name1' if number1 < number0 and number1 < number2 else 'name2',윤기,1,380 374 401 ,남준 윤기 호석 
name0이는 number0개의 자를 샀습니다. 한 사람당 number1개씩 나누어 줄 때 총 몇 명에게 나누어 줄 수 있습니까?,number0 / number1,812,4,2436.0 3.0 ,지민 
"name0이네 농장에 오리가 number0마리, 닭이 number1마리 있습니다. 오리가 닭보다 몇 마리 더 많name1 구하세요.",abs( number0 - number1 ),18,7,76 58 ,태형 은지 
한 상자에 number0개씩 들어 있는 name0가 number1상자 있습니다. 이 name1를 다시 number2상자에 똑같이 나누어 담는다면 한 상자에 name2를 몇 개씩 담아야 하는지 구하시오.,( number0 * number1 ) / number2,48,6,30 8 5 ,배 포도 배 
어떤 조의 조원은 모두 number0명이다. 각각의 조원이 다른 조원들과 한 번씩만 악수를 한다면 악수를 하는 횟수는?,"math.comb( number0 , 2 )",15,4,6 ,
"리본이 number0m 있습니다. 그중에서 number1m로 상자를 포장했고, number2m로 책을 묶었습니다. 사용하고 남은 리본은 몇 m입니까",number0 - number1 - number2,1.51,1,4 1.57 0.92 ,
"name0이는 올해 number0개의 name1을 샀습니다. name2은 number1개, 럭비공은 number2개를 샀습니다. name3이가 가진 공의 개수는 몇 개입니까?",number0 + number1 + number2,39,3,11.0 13.0 15.0 ,지민 배구공 탁구공 배 배 
책상은 길이가 number0cm인 테이프로 number1번입니다. 책상의 길이는 몇 cm인가요?,number0 * number1,20,4,1 20 ,
하루는 number0시간이고 number1시간은 number2분입니다. 이틀은 몇분인가요?,number0 * 2 * number2,2880,5,24 1 60 ,
"name0이네 교실에는 name1이 number0명, name2이 number1명 있습니다. name3과 name4 중에서 어느 쪽이 더 많은가요?",'name1' if number0 > number1 else 'name2',여학생,7,253 256 ,태형 남학생 여학생 
교내 텃밭에서 고추가 number0개가 number1렸습니다. 어제는 number2학년이 number3개를 따먹고 오늘은 number4학년이 number5개를 따먹었습니다. 남은 고추는 모두 몇 개입니까?,number0 - number3 - number5,89,5,528 10 2 142 4 297 ,
name0게가 똑같은 name1 number0개를 담은 상자의 name2게가 number1kgnumber2g입니다. 상자만의 name3게가 number3g이name4 name5 number4개의 name6게는 몇 g인지 구해 보시오.,( number4 * 1000 + number2 - number3 ) / number0,400,3,4 1 950 350 1 ,무 라면 음료수 
색이 다른 나name0토막 number0개를 쌓았는데 그중에서 name1 나name2토막은 아래에서 number1째에 놓여 있습니다. name3 나name4토막은 위에서 몇째에 놓여 있을까요?,number0 - number1 + 1,3,2,8 6 ,노란색 무 
name0는 name1 number0줄을 사서 number1줄을 먹고 남는 name2을 한 봉지에 number2개씩 담아 포장하려고 합니다. 필요한 봉지는 몇 개인가요?,( number0 - number1 ) / number2,6,3,45 3 7 ,윤기 김밥 
"어느 야구 팀은 number0월에 number1점, number2월에 number3점, number4월에 number5점 number6월에 number7점을 얻었습니다. 이 야구 팀이 number8월부터 number9월까지 얻은 점수의 평균이 number10월부터 number11월까지 얻은 점수의 평균보다 높으려면 number12월에는 최소 몇 점을 얻어야 하는지 구하시오.(점수는 모두 자연수이다)",( number1 + number3 + number5 + number7 ) / number10 + 1,104,9,4 103 5 98 6 106 7 105 4 8 4 7 8 ,
식 'name0*number0 < number1-number2/(number3+number4)'를 만족하는 자연수 name1의 갯수를 구하시오.,"len( [ i for i in range( 1 , math.ceil( ( number1 - number2 / ( number3 + number4 ) ) / number3 ) ) ] )",4,4,4 25 42 4 3 ,A 
"number0장의 수 카드 number1, number2, number3를 한 번씩만 사용하여 number4자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차는 얼마인가요?","[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number1 , number2 , number3 ] , reverse = True ) ] ] [0] - [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number1 , number2 , number3 ] ) ] ] [0]",693,1,3 6 1 8 3 ,
"number0개의 소수 number1, number2, number3, number4이 있습니다. 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( number1 , number2 , number3 , number4 ) - min( number1 , number2 , number3 , number4 )",0.9,8,4 1.4 0.9 0.7 1.6 ,
"지형이네 학교에서 현장 학습에 참여한 number0학년 학생은 모두 number1명이고, number2학년 학생은 number3학년 학생보다 number4명 더 많습니다. number5학년에서 현장 학습에 참여한 학생은 모두 몇 명인가요?",number1 + ( number1 + number4 ),1393,1,3 623 6 3 147 6 ,
"구슬이 왼쪽 상자에는 number0개 들어있고, 오른쪽 상자에는 number1개 들어있습니다. 두 상자에 들어있는 구슬은 모두 몇 개인가요?",number0 + number1,367,9,124 243 ,
"number0로 나누어도 number1가 남고, number2로 나누어도 number3가 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구하시오.","min( [ i + number3 for i in range( number2 , number0 * number2 + 1 ) if i % number0 == 0 and i % number2 == 0 ] )",158,9,12 2 39 2 ,
