Question,Equation,Answer,comment,Question2,Numbers,Names,Equation2
name0의 집에서 서점까지의 거리는 number0km이고 서점에서 외할머니 댁까지는 number1km입니다. name1의 집에서 서점을 지나 외할머니 댁까지 가려면 몇km를 가야하는지 쓰시오.,number0 + number1,6.13,0,name0의 집에서 서점까지의 거리는 number0km이고 서점에서 외할머니 댁까지는 number1km입니다. name1의 집에서 서점을 지나 외할머니 댁까지 가려면 몇km를 가야하는지 쓰시오.,4.86 1.27 ,유나 ,number0 + number1
"name0, name1, name2이가 number0m 달리기를 했습니다. name3이는 number1초, name4이는 name5이보다 number2초 빨리 달렸습니다. name6이가 name7이보다 number3초 느리게 달렸다면 name8이는 number4m를 몇초에 달렸는지 쓰시오.",number1 - number2 + number3,17.81,0,"name0, name1, name2이가 number0m 달리기를 했습니다. name3이는 number1초, name4이는 name5이보다 number2초 빨리 달렸습니다. name6이가 name7이보다 number3초 느리게 달렸다면 name8이는 number4m를 몇초에 달렸는지 쓰시오.",100 16.88 0.3 1.23 100 ,남준 호석 석진 ,number1 - number2 + number3
물이 든 물병의 name0게는 number0kg입니다. 빈 물병의 name1게가 number1kg 이라고 할 때 물병에 들어있는 물는 몇 g 입니까?,( number0 - number1 ) * 1000,520,1000상수(무게변환),물이 든 물병의 name0게는 number0kg입니다. 빈 물병의 name1게가 number1kg 이라고 할 때 물병에 들어있는 물는 몇 g 입니까?,0.87 0.35 ,무 ,( number0 - number1 ) * 1000
"name0로 가는 name1에 남자가 number0명, 여자가 number1명 타고 있습니다. 이 name2에는 모두 몇 명이 타고 있습니까?",number0 + number1,266,0,"name0로 가는 name1에 남자가 number0명, 여자가 number1명 타고 있습니다. 이 name2에는 모두 몇 명이 타고 있습니까?",154 112 ,(가) 비행기 ,number0 + number1
오늘 동물원에 입장한 남자는 number0명이고 여자는 남자보다 number1명 더 많습니다. 오늘 동물원에 입장한 여자는 몇 명입니까?,number0 + ( number0 + number1 ),621,0,오늘 동물원에 입장한 남자는 number0명이고 여자는 남자보다 number1명 더 많습니다. 오늘 동물원에 입장한 여자는 몇 명입니까?,248 125 ,,number0 + ( number0 + number1 )
name0가 가진 상자는 number0개이고 name1의 동생이 가진 상자는 number1개입니다. 두사람이 가진 상자는 모두 몇 개입니까?,number0 + number1,573,0,name0가 가진 상자는 number0개이고 name1의 동생이 가진 상자는 number1개입니다. 두사람이 가진 상자는 모두 몇 개입니까?,296 277 ,유나 ,number0 + number1
"name0에 동화책은 number0권, 위인전은 number1권 있습니다. name1에 있는 동화책과 위인전은 모두 몇 권입니까?",number0 + number1,1222,0,"name0에 동화책은 number0권, 위인전은 number1권 있습니다. name1에 있는 동화책과 위인전은 모두 몇 권입니까?",654 568 ,도서관 ,number0 + number1
"name0에서 name1로 가는 여객선에 어른이 number0명, 어린이가 number1명 탔습니다. 어른은 어린이보다 몇 명 더 많이 탔습니까?",number0 - number1,21,0,"name0에서 name1로 가는 여객선에 어른이 number0명, 어린이가 number1명 탔습니다. 어른은 어린이보다 몇 명 더 많이 탔습니까?",335 214 ,(나) (다) ,number0 - number1
"name0이네 모둠은 훌라후프를 number0회 하였고, name1이네 모둠은 name2이네 모둠보다 number1회 더 적게 돌렸습니다. name3이네 모둠은 훌라후프를 몇 회 돌렸습니까?",number0 - number1,128,0,"name0이네 모둠은 훌라후프를 number0회 하였고, name1이네 모둠은 name2이네 모둠보다 number1회 더 적게 돌렸습니다. name3이네 모둠은 훌라후프를 몇 회 돌렸습니까?",257 129 ,민영 남준 ,number0 - number1
"어느 과수원에 name0나name1가 number0그루, name2나name3가 number1그루 있습니다. name4나name5는 name6나name7보다 몇 그루 더 많습니까?",number0 - number1,166,0,"어느 과수원에 name0나name1가 number0그루, name2나name3가 number1그루 있습니다. name4나name5는 name6나name7보다 몇 그루 더 많습니까?",413 247 ,감 포도 무 ,number0 - number1
"name0, name1, name2이가 뽑은 수 카드는 각각 number0, number1, number2입니다. 세 사람이 뽑은 수 카드에 적힌 수 중에서 가장 큰수와 가장 작은 수의 차를 구해보시오","max( number0 , number1 , number2 ) - min( number0 , number1 , number2 )",627,0,"name0, name1, name2이가 뽑은 수 카드는 각각 number0, number1, number2입니다. 세 사람이 뽑은 수 카드에 적힌 수 중에서 가장 큰수와 가장 작은 수의 차를 구해보시오",248 875 536 ,남준 호석 지민 ,"max( number0 , number1 , number2 ) - min( number0 , number1 , number2 )"
길이가 number0m인 색종이 중에서 상자를 묶는데 number1cm를 사용했습니다. 남은 색종이는 몇 cm입니까?,( number0 * 100 ) - number1,173,100 상수 (길이변환),길이가 number0m인 색종이 중에서 상자를 묶는데 number1cm를 사용했습니다. 남은 색종이는 몇 cm입니까?,6 427 ,,( number0 * 100 ) - number1
name0에 number0을 더해야 할 것을 잘못하여 뺐더니 number1가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,number1 + number0 + number0,885,0,name0에 number0을 더해야 할 것을 잘못하여 뺐더니 number1가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,358 169 ,A ,number1 + number0 + number0
number0에서 name0를 빼야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,number0 - ( number1 - number0 ),336,0,number0에서 name0를 빼야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,524 712 ,B ,number0 - ( number1 - number0 )
"수족관에 number0다어가 number1마리, 금붕어가 number2마리 있습니다. 수족관에 있는 number3대어와 금붕어는 모두 몇 마리입니까?",number1 + number2,733,0,"수족관에 number0다어가 number1마리, 금붕어가 number2마리 있습니다. 수족관에 있는 number3대어와 금붕어는 모두 몇 마리입니까?",10 478 255 10 ,,number1 + number2
"그림 그리기 대회에 name0이 number0명, name1이 number1명 참가했습니다. name2은 name3보다 몇 명 더 많이 참가했나요?",number0 - number1,106,0,"그림 그리기 대회에 name0이 number0명, name1이 number1명 참가했습니다. name2은 name3보다 몇 명 더 많이 참가했나요?",324 218 ,남학생 여학생 ,number0 - number1
"number0장의 수 카드 number1, number2, number3를 한 번씩만 사용하여 number4자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차는 얼마인가요?","[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number1 , number2 , number3 ] , reverse = True ) ] ] [0] - [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number1 , number2 , number3 ] ) ] ] [0]",693,0,"number0장의 수 카드 number1, number2, number3를 한 번씩만 사용하여 number4자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차는 얼마인가요?",3 6 1 8 3 ,,"[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number1 , number2 , number3 ] , reverse = True ) ] ] [0] - [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number1 , number2 , number3 ] ) ] ] [0]"
네 변의 길이의 합이 number0cm인 정사각형이 있습니다. 이 정사각형의 한 변은 몇 cm입니까?,number0 / 4,5,정사각형 (네 변),네 변의 길이의 합이 number0cm인 정사각형이 있습니다. 이 정사각형의 한 변은 몇 cm입니까?,20 ,,number0 / 4
지우개 number0개를 number1명이 똑같이 나누어 가지려고 합니다. number2명이 지우개를 몇 개씩 가질 수 있습니까?,number0 / number1,9,0,지우개 number0개를 number1명이 똑같이 나누어 가지려고 합니다. number2명이 지우개를 몇 개씩 가질 수 있습니까?,45 5 1 ,,number0 / number1
빈 병이 number0개 있습니다. 한 바구니에 빈 병을 number1개씩 담으려고 합니다. 바구니는 몇 바구니 필요합니까?,number0 / number1,4,0,빈 병이 number0개 있습니다. 한 바구니에 빈 병을 number1개씩 담으려고 합니다. 바구니는 몇 바구니 필요합니까?,36 9 ,,number0 / number1
name0이 number0개씩 number1줄로 놓여 있습니다. name1은 모두 몇 개입니까?,number0 * number1,24,0,name0이 number0개씩 number1줄로 놓여 있습니다. name1은 모두 몇 개입니까?,6 4 ,사탕 ,number0 * number1
number0쪽짜리 문제집을 하루에 number1쪽씩 매일 풀려고 합니다. 이 책을 모두 풀려면 며칠일 걸립니까?,number0 / number1,8,0,number0쪽짜리 문제집을 하루에 number1쪽씩 매일 풀려고 합니다. 이 책을 모두 풀려면 며칠일 걸립니까?,64 8 ,,number0 / number1
한 팀에 학생이 number0명씩 있습니다. 학생이 number1명이면 몇 팀입니까?,number1 / number0,7,0,한 팀에 학생이 number0명씩 있습니다. 학생이 number1명이면 몇 팀입니까?,5 35 ,,number1 / number0
number0대어 number1마리를 어항 number2개에 똑같이 나누어 담으려고 합니다. 어항 number3개에 number4대어를 몇 마리씩 담아야 합니까?,number1 / number2,3,0,number0대어 number1마리를 어항 number2개에 똑같이 나누어 담으려고 합니다. 어항 number3개에 number4대어를 몇 마리씩 담아야 합니까?,10 27 9 1 10 ,,number1 / number2
색종이 한 장으로 종이name0를 number0개 만들 수 있습니다. 종이 name1 number1개를 만들려면 색종이는 몇 장 필요합니까?,number1 / number0,8,0,색종이 한 장으로 종이name0를 number0개 만들 수 있습니다. 종이 name1 number1개를 만들려면 색종이는 몇 장 필요합니까?,4 32 ,배 배 ,number1 / number0
name0이는 도화지 number0묶음 샀습니다. name1이가 산 도화지가 모두 number1개일 때 한 묶음에 도화지가 몇 개씩 있을까?,number1 / number0,4,0,name0이는 도화지 number0묶음 샀습니다. name1이가 산 도화지가 모두 number1개일 때 한 묶음에 도화지가 몇 개씩 있을까?,6 24 ,유정 ,number1 / number0
장미 number0 송이를 화분 number1개에 똑같이 나누어 심으려고 합니다. 화분 number2개에 장미를 몇 송이 씩 심어야 합니까?,number0 / number1,4,0,장미 number0 송이를 화분 number1개에 똑같이 나누어 심으려고 합니다. 화분 number2개에 장미를 몇 송이 씩 심어야 합니까?,20 5 1 ,,number0 / number1
"name0 number0개를 바구니 number1개에 똑같이 나누어 담고, 한 바구니에 담긴 name1을 친구 number2명에게 똑같이 나누어 주었습니다. 친구 number3명에게 나누어 준 name2은 몇 개입니까?",( number0 / number1 ) / number2,2,0,"name0 number0개를 바구니 number1개에 똑같이 나누어 담고, 한 바구니에 담긴 name1을 친구 number2명에게 똑같이 나누어 주었습니다. 친구 number3명에게 나누어 준 name2은 몇 개입니까?",40 5 4 1 ,귤 ,( number0 / number1 ) / number2
어떤 수를 number0로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 얼마인지 구해보시오.,( number2 * number1 ) / number0,6,0,어떤 수를 number0로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 얼마인지 구해보시오.,2 4 3 ,,( number2 * number1 ) / number0
오리 number0마리가 하루에 name0를 number1개 먹습니다. 모든 오리가 매일 똑같은 수의 name1를 먹는다면 오리 number2마리가 name2 number3개를 먹는 데 며칠이 걸리는지 구해 보시오.,number3 / ( ( number1 / number0 ) * number2 ),3,0,오리 number0마리가 하루에 name0를 number1개 먹습니다. 모든 오리가 매일 똑같은 수의 name1를 먹는다면 오리 number2마리가 name2 number3개를 먹는 데 며칠이 걸리는지 구해 보시오.,3 6 8 48 ,오이 ,number3 / ( ( number1 / number0 ) * number2 )
"name0이네 모둠 number0명이 name1 도화지 number1장, name2 도화지 number2장을 똑같이 나누어 가졌습니다. 한 학생이 가지는 name3 도화지와 name4 도화지의 합을 구하시오.",number1 / number0 + number2 / number0,15,0,"name0이네 모둠 number0명이 name1 도화지 number1장, name2 도화지 number2장을 똑같이 나누어 가졌습니다. 한 학생이 가지는 name3 도화지와 name4 도화지의 합을 구하시오.",3 27 18 ,태형 흰색 검은색 ,number1 / number0 + number2 / number0
number0명씩 앉을 수 있는 긴 의자가 있습니다. 학생 number1명이 의자에 모두 앉으려면 긴 의자는 몇 개 필요합니까?,number1 / number0,6,0,number0명씩 앉을 수 있는 긴 의자가 있습니다. 학생 number1명이 의자에 모두 앉으려면 긴 의자는 몇 개 필요합니까?,5 30 ,,number1 / number0
풀 number0개를를 한 봉지에 number1개씩 담으려고 합니다. 봉지는 몇 봉지 필요합니까?,number0 / number1,6,0,풀 number0개를를 한 봉지에 number1개씩 담으려고 합니다. 봉지는 몇 봉지 필요합니까?,42 7 ,,number0 / number1
name0를 number0로 나누었더니 몫이 number1이 되었습니다. 어떤 수를 number2로 나눈 몫은 얼마입니까?,( number0 * number1 ) / number2,4,0,name0를 number0로 나누었더니 몫이 number1이 되었습니다. 어떤 수를 number2로 나눈 몫은 얼마입니까?,2 8 4 ,X ,( number0 * number1 ) / number2
고양이의 다리 수를 세어 보니 모두 number0개입니다. 고양이는 몇 마리인가요?,number0 / 4,7,돼지 다리 수,고양이의 다리 수를 세어 보니 모두 number0개입니다. 고양이는 몇 마리인가요?,28 ,,number0 / 4
name0이는 한 묶음에 number0개씩 들어 있는 테이프를 number1묶음 사서 number2명의 친구에게 똑같이 나누어 주려고 합니다. 한 사람에게 몇 개씩 나누어 줄 수 있을까?,( number0 * number1 ) / number2,6,0,name0이는 한 묶음에 number0개씩 들어 있는 테이프를 number1묶음 사서 number2명의 친구에게 똑같이 나누어 주려고 합니다. 한 사람에게 몇 개씩 나누어 줄 수 있을까?,9 4 6 ,남준 ,( number0 * number1 ) / number2
